kepid,kepoi_name,kepler_name,koi_disposition,koi_prad,,,,,,,,,,,,,,,,,,,,,,,,
9718066,K02287.02,Kepler-378 c,CONFIRMED,0.79,,,,,,,,,,,,,,,,,,,,,,,,
9272070,K04126.01,Kepler-1555 b,CONFIRMED,1.45,,,,,,,,,,,,,,,,,,,,,,,,
5088400,K04127.01,Kepler-1556 b,CONFIRMED,1.67,,,,,,,,,,,,,,,,,,,,,,,,
4669402,K04128.01,,FALSE POSITIVE,6.64,,,,,,,,,,,,,,,,,,,,,,,,
3757407,K04057.01,,FALSE POSITIVE,4.35,,,,,,,,,,,,,,,,,,,,,,,,
4769931,K04058.01,,FALSE POSITIVE,1.04,,,,,,,,,,,,,,,,,,,,,,,,
9220612,K04059.01,,FALSE POSITIVE,1.03,,,,,,,,,,,,,,,,,,,,,,,,
9086154,K04060.01,,CANDIDATE,2.36,,,,,,,,,,,,,,,,,,,,,,,,
6806695,K04061.01,,FALSE POSITIVE,0.87,,,,,,,,,,,,,,,,,,,,,,,,
3858943,K07674.01,,FALSE POSITIVE,1.53,,,,,,,,,,,,,,,,,,,,,,,,
11970988,K04129.01,,CANDIDATE,0.69,,,,,,,,,,,,,,,,,,,,,,,,
10858803,K04130.01,,FALSE POSITIVE,1.13,,,,,,,,,,,,,,,,,,,,,,,,
6129694,K04131.01,,FALSE POSITIVE,2.07,,,,,,,,,,,,,,,,,,,,,,,,
5957181,K04132.01,,FALSE POSITIVE,2.27,,,,,,,,,,,,,,,,,,,,,,,,
7601918,K04133.01,,FALSE POSITIVE,1.12,,,,,,,,,,,,,,,,,,,,,,,,
6119877,K04134.01,,FALSE POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,
6792908,K04341.01,,CANDIDATE,1.25,,,,,,,,,,,,,,,,,,,,,,,,
7211879,K04342.01,,FALSE POSITIVE,0.91,,,,,,,,,,,,,,,,,,,,,,,,
8087812,K04343.01,Kepler-1952 b,CONFIRMED,1.73,,,,,,,,,,,,,,,,,,,,,,,,
4863956,K04344.01,,FALSE POSITIVE,3.87,,,,,,,,,,,,,,,,,,,,,,,,
10534155,K04345.01,,CANDIDATE,26.6,,,,,,,,,,,,,,,,,,,,,,,,
10397751,K02859.04,,CANDIDATE,0.57,,,,,,,,,,,,,,,,,,,,,,,,
5308537,K04409.01,Kepler-1955 b,CONFIRMED,1.06,,,,,,,,,,,,,,,,,,,,,,,,
6350882,K04410.01,,CANDIDATE,1.47,,,,,,,,,,,,,,,,,,,,,,,,
5281113,K04411.01,Kepler-1602 b,CONFIRMED,1.81,,,,,,,,,,,,,,,,,,,,,,,,
7847104,K04412.01,,FALSE POSITIVE,1.17,,,,,,,,,,,,,,,,,,,,,,,,
3450040,K04205.01,,CANDIDATE,0.88,,,,,,,,,,,,,,,,,,,,,,,,
3347807,K07653.01,,FALSE POSITIVE,2.2,,,,,,,,,,,,,,,,,,,,,,,,
8487805,K04206.01,,FALSE POSITIVE,0.69,,,,,,,,,,,,,,,,,,,,,,,,
9456281,K04207.01,,CANDIDATE,0.8,,,,,,,,,,,,,,,,,,,,,,,,
5129453,K04208.01,,CANDIDATE,1.23,,,,,,,,,,,,,,,,,,,,,,,,
7918478,K04209.01,,CANDIDATE,2.35,,,,,,,,,,,,,,,,,,,,,,,,
3336845,K04275.01,,FALSE POSITIVE,0.77,,,,,,,,,,,,,,,,,,,,,,,,
3645282,K07661.01,,FALSE POSITIVE,0.7,,,,,,,,,,,,,,,,,,,,,,,,
6026924,K04276.01,Kepler-1580 b,CONFIRMED,2.44,,,,,,,,,,,,,,,,,,,,,,,,
6525280,K04277.01,,FALSE POSITIVE,0.56,,,,,,,,,,,,,,,,,,,,,,,,
4861784,K04278.01,,FALSE POSITIVE,1.61,,,,,,,,,,,,,,,,,,,,,,,,
5876360,K04279.01,,FALSE POSITIVE,45.89,,,,,,,,,,,,,,,,,,,,,,,,
9509343,K04346.01,,CANDIDATE,1.21,,,,,,,,,,,,,,,,,,,,,,,,
3732972,K07664.01,,FALSE POSITIVE,12.65,,,,,,,,,,,,,,,,,,,,,,,,
3244792,K04347.01,Kepler-1592 b,CONFIRMED,0.99,,,,,,,,,,,,,,,,,,,,,,,,
8743082,K04348.01,,FALSE POSITIVE,2.39,,,,,,,,,,,,,,,,,,,,,,,,
7673841,K02585.03,,CANDIDATE,0.78,,,,,,,,,,,,,,,,,,,,,,,,
9142742,K04349.01,,FALSE POSITIVE,3.52,,,,,,,,,,,,,,,,,,,,,,,,
6891513,K04413.01,,FALSE POSITIVE,101.71,,,,,,,,,,,,,,,,,,,,,,,,
4579598,K04414.01,,FALSE POSITIVE,1.24,,,,,,,,,,,,,,,,,,,,,,,,
7777522,K04415.01,,FALSE POSITIVE,1.21,,,,,,,,,,,,,,,,,,,,,,,,
9305012,K04416.01,,FALSE POSITIVE,6.33,,,,,,,,,,,,,,,,,,,,,,,,
9597729,K04417.01,,FALSE POSITIVE,14,,,,,,,,,,,,,,,,,,,,,,,,
11390109,K04210.01,,FALSE POSITIVE,3.33,,,,,,,,,,,,,,,,,,,,,,,,
5078025,K04211.01,,FALSE POSITIVE,1.34,,,,,,,,,,,,,,,,,,,,,,,,
1724719,K04212.01,Kepler-1569 b,CONFIRMED,1.69,,,,,,,,,,,,,,,,,,,,,,,,
8120608,K00571.05,Kepler-186 f,CONFIRMED,1.18,,,,,,,,,,,,,,,,,,,,,,,,
11968463,K02433.04,,CANDIDATE,2.19,,,,,,,,,,,,,,,,,,,,,,,,
5026326,K04280.01,,FALSE POSITIVE,1.58,,,,,,,,,,,,,,,,,,,,,,,,
5471574,K02505.02,,FALSE POSITIVE,168.91,,,,,,,,,,,,,,,,,,,,,,,,
5512580,K04281.01,,FALSE POSITIVE,2.2,,,,,,,,,,,,,,,,,,,,,,,,
11670599,K04282.01,,FALSE POSITIVE,0.91,,,,,,,,,,,,,,,,,,,,,,,,
6359820,K04283.01,,FALSE POSITIVE,1.84,,,,,,,,,,,,,,,,,,,,,,,,
11872139,K04350.01,,FALSE POSITIVE,1.62,,,,,,,,,,,,,,,,,,,,,,,,
5436161,K04351.01,,CANDIDATE,24.39,,,,,,,,,,,,,,,,,,,,,,,,
2708221,K04352.01,,FALSE POSITIVE,23.5,,,,,,,,,,,,,,,,,,,,,,,,
4571844,K04353.01,,CANDIDATE,3.92,,,,,,,,,,,,,,,,,,,,,,,,
5040223,K04354.01,,FALSE POSITIVE,18.36,,,,,,,,,,,,,,,,,,,,,,,,
4571004,K04355.01,,FALSE POSITIVE,1.68,,,,,,,,,,,,,,,,,,,,,,,,
2859893,K04418.01,,CANDIDATE,3.19,,,,,,,,,,,,,,,,,,,,,,,,
6026737,K02949.02,,CANDIDATE,0.87,,,,,,,,,,,,,,,,,,,,,,,,
7582691,K04419.01,,CANDIDATE,1.22,,,,,,,,,,,,,,,,,,,,,,,,
7031942,K04420.01,,FALSE POSITIVE,0.67,,,,,,,,,,,,,,,,,,,,,,,,
9836563,K04421.01,,CANDIDATE,0.61,,,,,,,,,,,,,,,,,,,,,,,,
1724719,K04212.02,,CANDIDATE,1.03,,,,,,,,,,,,,,,,,,,,,,,,
5632701,K04213.01,,FALSE POSITIVE,0.71,,,,,,,,,,,,,,,,,,,,,,,,
10549924,K04214.01,,FALSE POSITIVE,0.58,,,,,,,,,,,,,,,,,,,,,,,,
9366617,K04215.01,Kepler-1570 b,CONFIRMED,2.54,,,,,,,,,,,,,,,,,,,,,,,,
6187341,K04216.01,,FALSE POSITIVE,3.42,,,,,,,,,,,,,,,,,,,,,,,,
3353454,K07654.01,,FALSE POSITIVE,6.36,,,,,,,,,,,,,,,,,,,,,,,,
10156055,K04284.01,,FALSE POSITIVE,0.85,,,,,,,,,,,,,,,,,,,,,,,,
8418018,K04285.01,,FALSE POSITIVE,1.34,,,,,,,,,,,,,,,,,,,,,,,,
5024177,K04286.01,,FALSE POSITIVE,23.81,,,,,,,,,,,,,,,,,,,,,,,,
11081504,K04287.01,,CANDIDATE,1.29,,,,,,,,,,,,,,,,,,,,,,,,
4548011,K04288.01,Kepler-1581 b,CONFIRMED,0.73,,,,,,,,,,,,,,,,,,,,,,,,
4571004,K04355.02,,FALSE POSITIVE,0.94,,,,,,,,,,,,,,,,,,,,,,,,
4571004,K04355.03,,FALSE POSITIVE,1.31,,,,,,,,,,,,,,,,,,,,,,,,
4571004,K04355.04,,FALSE POSITIVE,1.35,,,,,,,,,,,,,,,,,,,,,,,,
12016267,K02590.02,,CANDIDATE,1.38,,,,,,,,,,,,,,,,,,,,,,,,
4571004,K04355.05,,FALSE POSITIVE,1.99,,,,,,,,,,,,,,,,,,,,,,,,
8459663,K04356.01,Kepler-1593 b,CONFIRMED,1.74,,,,,,,,,,,,,,,,,,,,,,,,
3550372,K04357.01,,CANDIDATE,2.97,,,,,,,,,,,,,,,,,,,,,,,,
10155321,K04422.01,,FALSE POSITIVE,3.3,,,,,,,,,,,,,,,,,,,,,,,,
3866536,K04423.01,,FALSE POSITIVE,3.21,,,,,,,,,,,,,,,,,,,,,,,,
7046035,K04424.01,Kepler-1603 b,CONFIRMED,0.97,,,,,,,,,,,,,,,,,,,,,,,,
4679314,K04425.01,,FALSE POSITIVE,0.77,,,,,,,,,,,,,,,,,,,,,,,,
8240790,K04426.01,,CANDIDATE,2.14,,,,,,,,,,,,,,,,,,,,,,,,
5702637,K04217.01,,FALSE POSITIVE,114.1,,,,,,,,,,,,,,,,,,,,,,,,
8309169,K04218.01,,FALSE POSITIVE,1.97,,,,,,,,,,,,,,,,,,,,,,,,
4678919,K04219.01,,FALSE POSITIVE,0.97,,,,,,,,,,,,,,,,,,,,,,,,
5563080,K04220.01,,FALSE POSITIVE,1.61,,,,,,,,,,,,,,,,,,,,,,,,
6364067,K04221.01,,FALSE POSITIVE,1.24,,,,,,,,,,,,,,,,,,,,,,,,
4548011,K04288.02,,CANDIDATE,0.73,,,,,,,,,,,,,,,,,,,,,,,,
5983532,K04289.01,,FALSE POSITIVE,39.55,,,,,,,,,,,,,,,,,,,,,,,,
3439126,K07655.01,,FALSE POSITIVE,1.02,,,,,,,,,,,,,,,,,,,,,,,,
8463346,K02529.02,Kepler-436 b,CONFIRMED,2.48,,,,,,,,,,,,,,,,,,,,,,,,
5868793,K04290.01,Kepler-1582 b,CONFIRMED,0.79,,,,,,,,,,,,,,,,,,,,,,,,
8483021,K04291.01,,FALSE POSITIVE,1.84,,,,,,,,,,,,,,,,,,,,,,,,
10063208,K04292.01,Kepler-1583 b,CONFIRMED,0.59,,,,,,,,,,,,,,,,,,,,,,,,
7191646,K04358.01,,CANDIDATE,2.4,,,,,,,,,,,,,,,,,,,,,,,,
1575873,K04359.01,,FALSE POSITIVE,0.81,,,,,,,,,,,,,,,,,,,,,,,,
10669994,K04360.01,Kepler-1594 b,CONFIRMED,1.05,,,,,,,,,,,,,,,,,,,,,,,,
7801070,K04361.01,,CANDIDATE,3.39,,,,,,,,,,,,,,,,,,,,,,,,
11449918,K04362.01,,FALSE POSITIVE,1.34,,,,,,,,,,,,,,,,,,,,,,,,
4172805,K04427.01,,CANDIDATE,1.59,,,,,,,,,,,,,,,,,,,,,,,,
5126182,K04428.01,,CANDIDATE,1.28,,,,,,,,,,,,,,,,,,,,,,,,
3750350,K07665.01,,FALSE POSITIVE,1.26,,,,,,,,,,,,,,,,,,,,,,,,
8949925,K02972.02,,CANDIDATE,2.33,,,,,,,,,,,,,,,,,,,,,,,,
4584865,K04429.01,,FALSE POSITIVE,1.41,,,,,,,,,,,,,,,,,,,,,,,,
9642018,K04430.01,,CANDIDATE,1.58,,,,,,,,,,,,,,,,,,,,,,,,
11968463,K02433.05,,FALSE POSITIVE,1.49,,,,,,,,,,,,,,,,,,,,,,,,
9183378,K04222.01,Kepler-1571 b,CONFIRMED,1.63,,,,,,,,,,,,,,,,,,,,,,,,
11188254,K04223.01,,FALSE POSITIVE,1.68,,,,,,,,,,,,,,,,,,,,,,,,
1724513,K04224.01,,FALSE POSITIVE,1.59,,,,,,,,,,,,,,,,,,,,,,,,
9535876,K04225.01,,FALSE POSITIVE,19.15,,,,,,,,,,,,,,,,,,,,,,,,
5817533,K04293.01,,FALSE POSITIVE,0.91,,,,,,,,,,,,,,,,,,,,,,,,
7681230,K04294.01,,FALSE POSITIVE,31.51,,,,,,,,,,,,,,,,,,,,,,,,
7596240,K04295.01,Kepler-1584 b,CONFIRMED,1.51,,,,,,,,,,,,,,,,,,,,,,,,
7661893,K04296.01,,CANDIDATE,0.59,,,,,,,,,,,,,,,,,,,,,,,,
3448456,K07656.01,,FALSE POSITIVE,1.72,,,,,,,,,,,,,,,,,,,,,,,,
12107008,K04297.01,,FALSE POSITIVE,0.86,,,,,,,,,,,,,,,,,,,,,,,,
9776794,K04363.01,,CANDIDATE,7.45,,,,,,,,,,,,,,,,,,,,,,,,
7427764,K04364.01,Kepler-1595 b,CONFIRMED,1.22,,,,,,,,,,,,,,,,,,,,,,,,
7673192,K02722.05,,CANDIDATE,1.17,,,,,,,,,,,,,,,,,,,,,,,,
4754831,K04365.01,,FALSE POSITIVE,1.68,,,,,,,,,,,,,,,,,,,,,,,,
4754831,K04365.02,,FALSE POSITIVE,1.76,,,,,,,,,,,,,,,,,,,,,,,,
9899630,K04439.01,,FALSE POSITIVE,15.89,,,,,,,,,,,,,,,,,,,,,,,,
4367528,K04440.01,,FALSE POSITIVE,2.86,,,,,,,,,,,,,,,,,,,,,,,,
8416523,K04441.01,Kepler-1604 b,CONFIRMED,1.72,,,,,,,,,,,,,,,,,,,,,,,,
11124436,K04442.01,,CANDIDATE,2.53,,,,,,,,,,,,,,,,,,,,,,,,
5780855,K04443.01,,CANDIDATE,1.22,,,,,,,,,,,,,,,,,,,,,,,,
3751231,K07666.01,,FALSE POSITIVE,1.01,,,,,,,,,,,,,,,,,,,,,,,,
9491832,K04226.01,,CANDIDATE,1.63,,,,,,,,,,,,,,,,,,,,,,,,
7816665,K04227.01,,FALSE POSITIVE,1.87,,,,,,,,,,,,,,,,,,,,,,,,
9535881,K04228.01,,FALSE POSITIVE,67.53,,,,,,,,,,,,,,,,,,,,,,,,
11616596,K04229.01,,FALSE POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,
9872831,K04230.01,Kepler-1572 b,CONFIRMED,1.3,,,,,,,,,,,,,,,,,,,,,,,,
2852941,K04298.01,,CANDIDATE,1.16,,,,,,,,,,,,,,,,,,,,,,,,
8508126,K04299.01,,FALSE POSITIVE,26.35,,,,,,,,,,,,,,,,,,,,,,,,
12306058,K02541.02,Kepler-391 c,CONFIRMED,3.6,,,,,,,,,,,,,,,,,,,,,,,,
8507475,K04300.01,Kepler-1585 b,CONFIRMED,1.64,,,,,,,,,,,,,,,,,,,,,,,,
8773015,K04301.01,Kepler-1586 b,CONFIRMED,1.57,,,,,,,,,,,,,,,,,,,,,,,,
4754831,K04365.03,,FALSE POSITIVE,1.64,,,,,,,,,,,,,,,,,,,,,,,,
10647452,K04366.01,,CANDIDATE,1,,,,,,,,,,,,,,,,,,,,,,,,
3531231,K07657.01,,FALSE POSITIVE,2.11,,,,,,,,,,,,,,,,,,,,,,,,
4773392,K04367.01,,CANDIDATE,4.9,,,,,,,,,,,,,,,,,,,,,,,,
5471489,K04368.01,,FALSE POSITIVE,2.37,,,,,,,,,,,,,,,,,,,,,,,,
5471489,K04368.02,,FALSE POSITIVE,58.67,,,,,,,,,,,,,,,,,,,,,,,,
9011874,K04369.01,,FALSE POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,
9936080,K04431.01,,CANDIDATE,0.97,,,,,,,,,,,,,,,,,,,,,,,,
9936080,K04431.02,,FALSE POSITIVE,1.87,,,,,,,,,,,,,,,,,,,,,,,,
8611344,K04432.01,,FALSE POSITIVE,2.09,,,,,,,,,,,,,,,,,,,,,,,,
9518651,K04433.01,,FALSE POSITIVE,0.64,,,,,,,,,,,,,,,,,,,,,,,,
2305311,K04434.01,,FALSE POSITIVE,0.86,,,,,,,,,,,,,,,,,,,,,,,,
6383595,K04231.01,,FALSE POSITIVE,2.24,,,,,,,,,,,,,,,,,,,,,,,,
11080405,K02442.02,Kepler-386 b,CONFIRMED,1.51,,,,,,,,,,,,,,,,,,,,,,,,
11509504,K04232.01,Kepler-1573 b,CONFIRMED,1.06,,,,,,,,,,,,,,,,,,,,,,,,
6599949,K04233.01,,FALSE POSITIVE,2.1,,,,,,,,,,,,,,,,,,,,,,,,
11611275,K04234.01,Kepler-1574 b,CONFIRMED,1.34,,,,,,,,,,,,,,,,,,,,,,,,
6290935,K04302.01,,CANDIDATE,1.05,,,,,,,,,,,,,,,,,,,,,,,,
12734396,K04303.01,,CANDIDATE,3.32,,,,,,,,,,,,,,,,,,,,,,,,
11612280,K04304.01,Kepler-1587 b,CONFIRMED,1.14,,,,,,,,,,,,,,,,,,,,,,,,
5536715,K04305.01,,FALSE POSITIVE,1.18,,,,,,,,,,,,,,,,,,,,,,,,
8149484,K04306.01,,FALSE POSITIVE,1.58,,,,,,,,,,,,,,,,,,,,,,,,
12407623,K04370.01,,FALSE POSITIVE,1.52,,,,,,,,,,,,,,,,,,,,,,,,
11444514,K04371.01,Kepler-1596 b,CONFIRMED,1.99,,,,,,,,,,,,,,,,,,,,,,,,
9886361,K02732.02,Kepler-403 d,CONFIRMED,1.46,,,,,,,,,,,,,,,,,,,,,,,,
9702006,K04372.01,Kepler-1953 b,CONFIRMED,1.06,,,,,,,,,,,,,,,,,,,,,,,,
6778008,K04373.01,,FALSE POSITIVE,0.86,,,,,,,,,,,,,,,,,,,,,,,,
8278685,K04435.01,,CANDIDATE,1.01,,,,,,,,,,,,,,,,,,,,,,,,
8308260,K04436.01,,FALSE POSITIVE,1.22,,,,,,,,,,,,,,,,,,,,,,,,
8492101,K04437.01,,FALSE POSITIVE,2.11,,,,,,,,,,,,,,,,,,,,,,,,
6103377,K03004.02,,CANDIDATE,2.72,,,,,,,,,,,,,,,,,,,,,,,,
3660581,K07662.01,,CANDIDATE,3.98,,,,,,,,,,,,,,,,,,,,,,,,
6343576,K04438.01,,FALSE POSITIVE,6.54,,,,,,,,,,,,,,,,,,,,,,,,
10794974,K04235.01,,CANDIDATE,2.99,,,,,,,,,,,,,,,,,,,,,,,,
2449101,K04236.01,,FALSE POSITIVE,9.67,,,,,,,,,,,,,,,,,,,,,,,,
7259249,K04237.01,,FALSE POSITIVE,1.39,,,,,,,,,,,,,,,,,,,,,,,,
8678691,K04238.01,,FALSE POSITIVE,4.25,,,,,,,,,,,,,,,,,,,,,,,,
9640924,K04239.01,,FALSE POSITIVE,1.22,,,,,,,,,,,,,,,,,,,,,,,,
3558849,K04307.01,,CANDIDATE,3.41,,,,,,,,,,,,,,,,,,,,,,,,
11151677,K04308.01,,FALSE POSITIVE,37.33,,,,,,,,,,,,,,,,,,,,,,,,
11037128,K04309.01,,FALSE POSITIVE,16.1,,,,,,,,,,,,,,,,,,,,,,,,
6587002,K00612.03,Kepler-196 d,CONFIRMED,2.92,,,,,,,,,,,,,,,,,,,,,,,,
5175024,K02563.02,,CANDIDATE,0.81,,,,,,,,,,,,,,,,,,,,,,,,
10991114,K04374.01,,CANDIDATE,0.86,,,,,,,,,,,,,,,,,,,,,,,,
11969092,K04375.01,,FALSE POSITIVE,2.48,,,,,,,,,,,,,,,,,,,,,,,,
2570773,K04376.01,,FALSE POSITIVE,19.96,,,,,,,,,,,,,,,,,,,,,,,,
4945764,K04377.01,,CANDIDATE,2.49,,,,,,,,,,,,,,,,,,,,,,,,
6356885,K04378.01,,FALSE POSITIVE,2.15,,,,,,,,,,,,,,,,,,,,,,,,
3542542,K07658.01,,FALSE POSITIVE,0.85,,,,,,,,,,,,,,,,,,,,,,,,
11718389,K04444.01,Kepler-1956 b,CONFIRMED,1.14,,,,,,,,,,,,,,,,,,,,,,,,
11124703,K04445.01,,FALSE POSITIVE,2.1,,,,,,,,,,,,,,,,,,,,,,,,
10329196,K04446.01,Kepler-1605 b,CONFIRMED,2.99,,,,,,,,,,,,,,,,,,,,,,,,
10604592,K04447.01,Kepler-1957 b,CONFIRMED,0.98,,,,,,,,,,,,,,,,,,,,,,,,
9834731,K03043.02,,CANDIDATE,0.73,,,,,,,,,,,,,,,,,,,,,,,,
9593773,K04240.01,,FALSE POSITIVE,1.58,,,,,,,,,,,,,,,,,,,,,,,,
9285568,K04241.01,Kepler-1575 b,CONFIRMED,1.25,,,,,,,,,,,,,,,,,,,,,,,,
7604328,K02458.02,Kepler-1245 c,CONFIRMED,1.77,,,,,,,,,,,,,,,,,,,,,,,,
9514372,K04242.01,,CANDIDATE,1.82,,,,,,,,,,,,,,,,,,,,,,,,
9777757,K04243.01,,FALSE POSITIVE,1.45,,,,,,,,,,,,,,,,,,,,,,,,
7103919,K04310.01,Kepler-1950 b,CONFIRMED,1.15,,,,,,,,,,,,,,,,,,,,,,,,
3762750,K07668.01,,CANDIDATE,1.47,,,,,,,,,,,,,,,,,,,,,,,,
8645191,K04311.01,,FALSE POSITIVE,1.49,,,,,,,,,,,,,,,,,,,,,,,,
10722485,K04312.01,Kepler-1588 b,CONFIRMED,0.81,,,,,,,,,,,,,,,,,,,,,,,,
9717958,K04313.01,,FALSE POSITIVE,82.63,,,,,,,,,,,,,,,,,,,,,,,,
8128067,K04314.01,,FALSE POSITIVE,2.22,,,,,,,,,,,,,,,,,,,,,,,,
7703910,K04379.01,,FALSE POSITIVE,0.84,,,,,,,,,,,,,,,,,,,,,,,,
7777818,K04380.01,,FALSE POSITIVE,1.7,,,,,,,,,,,,,,,,,,,,,,,,
9851360,K04381.01,,FALSE POSITIVE,1.26,,,,,,,,,,,,,,,,,,,,,,,,
9886361,K02732.04,,CANDIDATE,1.13,,,,,,,,,,,,,,,,,,,,,,,,
6937529,K04382.01,Kepler-1597 b,CONFIRMED,0.89,,,,,,,,,,,,,,,,,,,,,,,,
9490653,K04173.01,,FALSE POSITIVE,1.17,,,,,,,,,,,,,,,,,,,,,,,,
3328027,K04174.01,,FALSE POSITIVE,1.29,,,,,,,,,,,,,,,,,,,,,,,,
3644631,K07659.01,,FALSE POSITIVE,2.37,,,,,,,,,,,,,,,,,,,,,,,,
9640931,K04175.01,,FALSE POSITIVE,1.09,,,,,,,,,,,,,,,,,,,,,,,,
5125196,K04176.01,,FALSE POSITIVE,3.15,,,,,,,,,,,,,,,,,,,,,,,,
9640962,K04177.01,,FALSE POSITIVE,1,,,,,,,,,,,,,,,,,,,,,,,,
5097454,K04244.01,,FALSE POSITIVE,34.84,,,,,,,,,,,,,,,,,,,,,,,,
12737015,K04245.01,,CANDIDATE,1.76,,,,,,,,,,,,,,,,,,,,,,,,
3663141,K07663.01,,FALSE POSITIVE,0.87,,,,,,,,,,,,,,,,,,,,,,,,
5177859,K04246.01,Kepler-1576 b,CONFIRMED,1.19,,,,,,,,,,,,,,,,,,,,,,,,
8482059,K04247.01,,CANDIDATE,2.41,,,,,,,,,,,,,,,,,,,,,,,,
4568117,K04248.01,,FALSE POSITIVE,0.69,,,,,,,,,,,,,,,,,,,,,,,,
10342248,K04315.01,,FALSE POSITIVE,0.93,,,,,,,,,,,,,,,,,,,,,,,,
9777290,K04316.01,,FALSE POSITIVE,1.64,,,,,,,,,,,,,,,,,,,,,,,,
8548427,K04317.01,,FALSE POSITIVE,1.45,,,,,,,,,,,,,,,,,,,,,,,,
9286088,K04318.01,,CANDIDATE,1.57,,,,,,,,,,,,,,,,,,,,,,,,
6289344,K04319.01,,FALSE POSITIVE,4.45,,,,,,,,,,,,,,,,,,,,,,,,
6937529,K04382.02,,CANDIDATE,0.79,,,,,,,,,,,,,,,,,,,,,,,,
9883606,K04383.01,Kepler-1598 b,CONFIRMED,0.94,,,,,,,,,,,,,,,,,,,,,,,,
5860968,K04384.01,Kepler-1599 b,CONFIRMED,2.15,,,,,,,,,,,,,,,,,,,,,,,,
3645438,K04385.01,Kepler-1600 c,CONFIRMED,1.6,,,,,,,,,,,,,,,,,,,,,,,,
8480582,K04386.01,Kepler-1702 b,CONFIRMED,1.62,,,,,,,,,,,,,,,,,,,,,,,,
5197233,K04178.01,,CANDIDATE,1.72,,,,,,,,,,,,,,,,,,,,,,,,
10936786,K04179.01,,FALSE POSITIVE,1.04,,,,,,,,,,,,,,,,,,,,,,,,
7119481,K00566.03,,CANDIDATE,1.32,,,,,,,,,,,,,,,,,,,,,,,,
6938264,K04180.01,,FALSE POSITIVE,0.6,,,,,,,,,,,,,,,,,,,,,,,,
9899315,K04181.01,,FALSE POSITIVE,0.97,,,,,,,,,,,,,,,,,,,,,,,,
9541089,K04182.01,,FALSE POSITIVE,18.45,,,,,,,,,,,,,,,,,,,,,,,,
3650049,K04249.01,,FALSE POSITIVE,3.05,,,,,,,,,,,,,,,,,,,,,,,,
9641076,K04250.01,,FALSE POSITIVE,1.03,,,,,,,,,,,,,,,,,,,,,,,,
8741470,K04251.01,,CANDIDATE,1.55,,,,,,,,,,,,,,,,,,,,,,,,
11125613,K02485.02,Kepler-1254 c,CONFIRMED,1.36,,,,,,,,,,,,,,,,,,,,,,,,
10525049,K04252.01,Kepler-1948 b,CONFIRMED,0.72,,,,,,,,,,,,,,,,,,,,,,,,
9896018,K02579.02,Kepler-1859 c,CONFIRMED,1.66,,,,,,,,,,,,,,,,,,,,,,,,
5095082,K04320.01,Kepler-1951 b,CONFIRMED,1.27,,,,,,,,,,,,,,,,,,,,,,,,
12418891,K04321.01,,FALSE POSITIVE,1.18,,,,,,,,,,,,,,,,,,,,,,,,
3839294,K07669.01,,FALSE POSITIVE,15.41,,,,,,,,,,,,,,,,,,,,,,,,
7698701,K04322.01,,FALSE POSITIVE,1.97,,,,,,,,,,,,,,,,,,,,,,,,
7698701,K04322.02,,FALSE POSITIVE,1.68,,,,,,,,,,,,,,,,,,,,,,,,
2830919,K04387.01,,FALSE POSITIVE,0.84,,,,,,,,,,,,,,,,,,,,,,,,
9588822,K04388.01,,FALSE POSITIVE,25.76,,,,,,,,,,,,,,,,,,,,,,,,
2997459,K04389.01,,CANDIDATE,1.27,,,,,,,,,,,,,,,,,,,,,,,,
8330207,K04390.01,,CANDIDATE,103.99,,,,,,,,,,,,,,,,,,,,,,,,
5881813,K02744.02,,CANDIDATE,2.84,,,,,,,,,,,,,,,,,,,,,,,,
11560897,K02365.02,Kepler-430 c,CONFIRMED,1.86,,,,,,,,,,,,,,,,,,,,,,,,
10858737,K04183.01,,FALSE POSITIVE,1.46,,,,,,,,,,,,,,,,,,,,,,,,
6752002,K04184.01,Kepler-1945 b,CONFIRMED,1.07,,,,,,,,,,,,,,,,,,,,,,,,
7257966,K04185.01,Kepler-1946 b,CONFIRMED,3.59,,,,,,,,,,,,,,,,,,,,,,,,
3644738,K07660.01,,FALSE POSITIVE,2.7,,,,,,,,,,,,,,,,,,,,,,,,
9406892,K04186.01,,FALSE POSITIVE,0.95,,,,,,,,,,,,,,,,,,,,,,,,
9202434,K04253.01,,CANDIDATE,117.29,,,,,,,,,,,,,,,,,,,,,,,,
8487645,K04254.01,,FALSE POSITIVE,1.08,,,,,,,,,,,,,,,,,,,,,,,,
10407482,K04255.01,Kepler-1577 b,CONFIRMED,2.52,,,,,,,,,,,,,,,,,,,,,,,,
5817613,K04256.01,,FALSE POSITIVE,1.14,,,,,,,,,,,,,,,,,,,,,,,,
7901016,K04257.01,,CANDIDATE,2.1,,,,,,,,,,,,,,,,,,,,,,,,
5385410,K04323.01,,CANDIDATE,1.59,,,,,,,,,,,,,,,,,,,,,,,,
9910942,K04324.01,,FALSE POSITIVE,1.35,,,,,,,,,,,,,,,,,,,,,,,,
7749002,K04325.01,,CANDIDATE,1.12,,,,,,,,,,,,,,,,,,,,,,,,
